RespId,weight_PID,complete_status,Q1_1,Q1_2,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_7,Q3_8,Q4,Q5,QPID,PPWORKA,ABCAGE,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,ppreg9,pprent,ppstaten,ppemploy,ppt18ov,ppkid017,xspanish,xparty4,xurbanicity,Contact
260840151,.7132,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,A Republican,Retired,65+,76,Bachelors degree or higher,Master’s degree or above,"2+ Races, Non-Hispanic",Male,1,Building with 2 or more apartments,"$50,000 to $74,999",Divorced,Metro,South,West South Central,Rented for cash,Texas,Not working,1,0,English,Republican,Urban,"Yes, I am willing to be interviewed"
260840152,.9072,qualified,Unfavorable,Don’t know,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",A Republican,Retired,65+,68,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,1,"Other (mobile home, boat, RV, van, etc.)","$10,000 to $24,999",Never married,Metro,South,West South Central,Owned or being bought by you or someone in your household,Texas,Not working,1,0,English,Republican,Urban,"Yes, I am willing to be interviewed"
260840153,1.0033,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",An independent,Employed full-time (by someone else),30-49,42,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,6. Six or more,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,South,South Atlantic,Rented for cash,Florida,Working full-time,2,5,English,Republican,Urban,"No, I am not willing to be interviewed"
260840154,1.6242,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,An independent,Employed full-time (by someone else),50-64,55,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Female,3,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,Pennsylvania,Working full-time,3,0,English,Independent,Rural,"Yes, I am willing to be interviewed"
260840155,.5612,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed full-time (by someone else),50-64,52,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,4,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,East South Central,Owned or being bought by you or someone in your household,Kentucky,Working full-time,2,2,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840156,.7902,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Skipped,Approve,Approve,Skipped,Skipped,Neither,Worse than you expected,An independent,Retired,65+,75,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Georgia,Working part-time,2,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840157,.8645,qualified,Favorable,Unfavorable,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Neither,The same as you expected,A Democrat,Other,50-64,50,Less than high school,No high school diploma or GED,Hispanic,Male,5,A one-family house detached from any other house,"$25,000 to $49,999",Now Married,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Illinois,Not working,4,1,Spanish,Democrat,Suburban,"Yes, I am willing to be interviewed"
260840158,.9391,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Self-employed,50-64,54,Some college,Some college or Associate degree,Hispanic,Female,5,A one-family house detached from any other house,"$25,000 to $49,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,North Carolina,Working full-time,3,2,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840159,.9749,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,An independent,Employed full-time (by someone else),30-49,39,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,West,Mountain,Rented for cash,Colorado,Working full-time,2,0,English,Independent,Urban,"Yes, I am willing to be interviewed"
260840160,1.0496,qualified,Unfavorable,Favorable,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,An independent,Employed full-time (by someone else),50-64,52,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,1,A one-family house detached from any other house,"$25,000 to $49,999",Never married,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Michigan,Working full-time,1,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840161,.7746,qualified,Unfavorable,No opinion,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Approve,Disapprove,Disapprove,Neither,Worse than you expected,A Democrat,Employed full-time (by someone else),50-64,60,High school,High school graduate (high school diploma or the equivalent GED),Hispanic,Male,3,Building with 2 or more apartments,"$150,000 or more",Now Married,Metro,NorthEast,Middle Atlantic,Rented for cash,New York,Working full-time,3,0,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840162,1.222,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,An independent,Employed full-time (by someone else),30-49,41,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Female,6. Six or more,A one-family house detached from any other house,"$25,000 to $49,999",Never married,Metro,NorthEast,Middle Atlantic,Rented for cash,Pennsylvania,Working full-time,2,4,English,Independent,Suburban,"Yes, I am willing to be interviewed"
260840163,.6275,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,A Republican,Retired,50-64,62,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Florida,Not working,2,0,English,Republican,Rural,"No, I am not willing to be interviewed"
260840164,1.4434,qualified,Favorable,Unfavorable,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,Something else,Other,30-49,46,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,2,Building with 2 or more apartments,"$10,000 to $24,999",Divorced,Metro,NorthEast,Middle Atlantic,Rented for cash,Pennsylvania,Not working,2,0,English,Something else,Suburban,"No, I am not willing to be interviewed"
260840165,.7735,qualified,Don’t know,No opinion,Disapprove,Disapprove,Skipped,Disapprove,Skipped,Skipped,Skipped,Skipped,Skipped,Disapprove,Disapprove,Skipped,Disapprove,Skipped,Disapprove,Skipped,Neither,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Homemaker,50-64,60,High school,High school graduate (high school diploma or the equivalent GED),Hispanic,Female,1,A one-family house detached from any other house,"$25,000 to $49,999",Separated,Metro,NorthEast,Middle Atlantic,Rented for cash,New York,Working full-time,1,0,Spanish,Democrat,Suburban,"No, I am not willing to be interviewed"
260840166,1.0865,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",A Republican,Retired,65+,75,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,1,A one-family house detached from any other house,"$10,000 to $24,999",Divorced,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Florida,Working part-time,1,0,English,Republican,Rural,"No, I am not willing to be interviewed"
260840167,1.0467,qualified,No opinion,Unfavorable,Approve,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,An independent,Employed full-time (by someone else),50-64,58,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,3,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Florida,Working full-time,3,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840168,.5391,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Retired,65+,68,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,New York,Not working,2,0,English,Democrat,Rural,"Yes, I am willing to be interviewed"
260840169,.8633,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,A Democrat,Employed full-time (by someone else),18-29,27,Some college,Some college or Associate degree,Hispanic,Male,3,A one-family house detached from any other house,"$75,000 to $99,999",Now Married,Metro,South,South Atlantic,Rented for cash,North Carolina,Working full-time,2,1,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840170,.8241,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,An independent,Self-employed,50-64,60,Bachelors degree or higher,Bachelor’s degree,"Other, Non-Hispanic",Male,4,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,South,West South Central,Owned or being bought by you or someone in your household,Texas,Not working,2,2,English,Republican,Suburban,"No, I am not willing to be interviewed"
260840171,1.1099,qualified,Favorable,Unfavorable,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,A Democrat,Employed full-time (by someone else),50-64,56,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,1,A one-family house detached from any other house,"$25,000 to $49,999",Divorced,Non-Metro,MidWest,West North Central,Owned or being bought by you or someone in your household,Missouri,Working full-time,1,0,English,Democrat,Suburban,"Yes, I am willing to be interviewed"
260840172,.9151,qualified,Unfavorable,Favorable,Skipped,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,A Republican,Retired,65+,74,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$50,000 to $74,999",Now Married,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Illinois,Not working,2,0,English,Republican,Suburban,"No, I am not willing to be interviewed"
260840173,1.1254,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,Something else,Homemaker,30-49,45,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,4,A one-family house detached from any other house,"$75,000 to $99,999",Now Married,Metro,South,West South Central,Owned or being bought by you or someone in your household,Texas,Not working,3,1,English,Something else,Suburban,"No, I am not willing to be interviewed"
260840174,.8656,qualified,Favorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Joe Biden,The same as you expected,A Democrat,Retired,50-64,63,High school,High school graduate (high school diploma or the equivalent GED),"Black, Non-Hispanic",Female,1,A one-family house detached from any other house,"$25,000 to $49,999",Divorced,Metro,South,West South Central,Owned or being bought by you or someone in your household,Texas,Not working,1,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840175,.9788,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,Better than you expected,An independent,Employed full-time (by someone else),30-49,39,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,4,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Michigan,Working full-time,2,2,English,Independent,Urban,"Yes, I am willing to be interviewed"
260840176,.552,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed full-time (by someone else),50-64,64,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,1,Building with 2 or more apartments,"$150,000 or more",Divorced,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Illinois,Working full-time,1,0,English,Democrat,Urban,"Yes, I am willing to be interviewed"
260840177,.8971,qualified,Unfavorable,Unfavorable,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Neither,Skipped,An independent,Employed full-time (by someone else),65+,65,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Non-Metro,MidWest,West North Central,Owned or being bought by you or someone in your household,Iowa,Working full-time,2,0,English,Independent,Urban,"No, I am not willing to be interviewed"
260840178,.7349,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,A Democrat,Employed full-time (by someone else),30-49,43,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Female,3,A one-family house detached from any other house,"$150,000 or more",Widowed,Metro,West,Pacific,Owned or being bought by you or someone in your household,Washington,Working full-time,2,1,English,Democrat,Urban,"Yes, I am willing to be interviewed"
260840179,1.0627,qualified,Favorable,Unfavorable,Approve,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Joe Biden,"Didn’t read, see, or hear about the State of the Union address",An independent,Retired,65+,78,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,1,"Other (mobile home, boat, RV, van, etc.)","$25,000 to $49,999",Divorced,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Ohio,Not working,1,0,English,Independent,Suburban,"Yes, I am willing to be interviewed"
260840180,.9469,qualified,No opinion,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",An independent,Employed full-time (by someone else),50-64,56,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Florida,Working full-time,2,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840181,.732,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Skipped,Donald Trump,Better than you expected,A Republican,Employed full-time (by someone else),50-64,61,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,California,Working full-time,2,0,English,Republican,Urban,"No, I am not willing to be interviewed"
260840182,1.4797,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",An independent,Retired,50-64,55,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,Building with 2 or more apartments,"$25,000 to $49,999",Now Married,Metro,West,Mountain,Rented for cash,Colorado,Not working,2,0,English,Independent,Suburban,"Yes, I am willing to be interviewed"
260840183,.9525,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Skipped,Disapprove,Disapprove,Skipped,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,A Republican,Homemaker,30-49,39,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Female,5,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,California,Not working,2,3,English,Republican,Suburban,"No, I am not willing to be interviewed"
260840184,1.1168,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed part-time (by someone else),18-29,21,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,Building with 2 or more apartments,"Less than $10,000",Never married,Metro,MidWest,East North Central,Rented for cash,Ohio,Not working,2,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840185,.5565,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Retired,65+,74,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Female,1,One-family condo or townhouse attached to other units,"$25,000 to $49,999",Never married,Metro,NorthEast,New England,Owned or being bought by you or someone in your household,Massachusetts,Not working,1,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840186,.9009,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,An independent,Retired,65+,72,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family condo or townhouse attached to other units,"$100,000 to $149,999",Now Married,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Michigan,Not working,2,0,English,Independent,Suburban,"Yes, I am willing to be interviewed"
260840187,1.1039,qualified,Unfavorable,No opinion,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Donald Trump,Better than you expected,An independent,Employed part-time (by someone else),50-64,63,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,4,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,NorthEast,New England,Owned or being bought by you or someone in your household,Connecticut,Working full-time,4,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840188,.7114,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,The same as you expected,A Democrat,Retired,65+,66,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$75,000 to $99,999",Now Married,Non-Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Ohio,Not working,2,0,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840189,1.4947,qualified,Favorable,Unfavorable,Approve,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,An independent,Employed full-time (by someone else),50-64,58,Less than high school,No high school diploma or GED,Hispanic,Male,3,A one-family house detached from any other house,"$150,000 or more",Never married,Metro,West,Pacific,Rented for cash,California,Working full-time,3,0,Spanish,Independent,Suburban,"Yes, I am willing to be interviewed"
260840190,.8022,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Approve,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",A Republican,Employed full-time (by someone else),30-49,48,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,MidWest,West North Central,Owned or being bought by you or someone in your household,Missouri,Working full-time,2,0,English,Republican,Suburban,Skipped
260840191,1.2042,qualified,Unfavorable,No opinion,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Approve,Disapprove,Disapprove,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",An independent,Homemaker,30-49,42,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Female,3,Building with 2 or more apartments,"$100,000 to $149,999",Now Married,Metro,MidWest,East North Central,Rented for cash,Illinois,Not working,1,2,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840192,1.188,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",An independent,Employed full-time (by someone else),30-49,49,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Divorced,Metro,NorthEast,New England,Rented for cash,New Hampshire,Working full-time,2,0,English,Independent,Urban,"No, I am not willing to be interviewed"
260840193,1.0048,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,A Republican,Employed full-time (by someone else),50-64,57,Bachelors degree or higher,Bachelor’s degree,Hispanic,Male,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,California,Working full-time,2,0,English,Republican,Suburban,"Yes, I am willing to be interviewed"
260840194,.7274,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,A Republican,Employed full-time (by someone else),50-64,55,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Florida,Working full-time,2,0,English,Republican,Suburban,"No, I am not willing to be interviewed"
260840195,.9545,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Employed full-time (by someone else),30-49,44,Less than high school,No high school diploma or GED,"White, Non-Hispanic",Male,3,Building with 2 or more apartments,"$10,000 to $24,999",Never married,Metro,West,Pacific,Rented for cash,Oregon,Working full-time,3,0,English,Democrat,Rural,"Yes, I am willing to be interviewed"
260840196,1.229,qualified,Unfavorable,Unfavorable,Disapprove,Approve,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Neither,"Didn’t read, see, or hear about the State of the Union address",Something else,Employed full-time (by someone else),18-29,26,Bachelors degree or higher,Bachelor’s degree,Hispanic,Male,5,A one-family house detached from any other house,"$75,000 to $99,999",Never married,Metro,South,West South Central,Owned or being bought by you or someone in your household,Texas,Working full-time,4,1,English,Something else,Suburban,"No, I am not willing to be interviewed"
260840197,1.5193,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,Worse than you expected,An independent,Employed full-time (by someone else),18-29,28,Bachelors degree or higher,Bachelor’s degree,"2+ Races, Non-Hispanic",Female,2,A one-family house detached from any other house,"$50,000 to $74,999",Never married,Metro,West,Pacific,Rented for cash,California,Working full-time,2,0,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840198,.7938,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,"Didn’t read, see, or hear about the State of the Union address",Something else,Retired,65+,71,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,3,A one-family house detached from any other house,"$50,000 to $74,999",Now Married,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Indiana,Not working,3,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840199,.7213,qualified,Unfavorable,Unfavorable,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Neither,Better than you expected,A Republican,Retired,65+,75,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,Building with 2 or more apartments,"$25,000 to $49,999",Divorced,Metro,NorthEast,Middle Atlantic,Rented for cash,New York,Not working,2,0,English,Republican,Suburban,"No, I am not willing to be interviewed"
